"Id","SalePrice"
1461,102784.029069731
1462,157833.084640365
1463,170931.922682823
1464,190301.25430975
1465,225739.967729895
1466,184665.913888447
1467,181088.755236732
1468,178865.532344868
1469,208640.657526412
1470,100427.949065783
1471,214747.665535206
1472,117742.27790822
1473,103765.009944796
1474,169584.62800007
1475,145725.26806985
1476,330416.355388268
1477,270729.205157824
1478,301648.564979959
1479,291790.915654899
1480,386386.797450432
1481,304930.561284859
1482,240028.537306588
1483,194923.203525214
1484,200996.720061973
1485,189574.69331836
1486,216835.078836492
1487,312001.896547922
1488,272997.844832853
1489,208786.357177056
1490,206844.799112768
1491,212794.653937913
1492,97378.3609180902
1493,196361.516334824
1494,289415.022767476
1495,288981.860003511
1496,228697.358784264
1497,214101.643972472
1498,182994.511786478
1499,183275.368177866
1500,164764.256602317
1501,180856.231472749
1502,174369.684058901
1503,264702.948768605
1504,245274.070232729
1505,227770.861778083
1506,218172.452032048
1507,242311.111397274
1508,205774.506941471
1509,175149.213599626
1510,147854.781495696
1511,145950.637756018
1512,171358.482112225
1513,177869.327060886
1514,168819.150248263
1515,222889.043556212
1516,163306.551478578
1517,155996.191451261
1518,174745.052572416
1519,228950.931851335
1520,122518.43089127
1521,127734.128960825
1522,187354.444961364
1523,98547.7949924288
1524,108811.469460578
1525,106407.944035487
1526,109197.75983911
1527,97654.3088136385
1528,145310.64858994
1529,140205.428432278
1530,186186.479676463
1531,113396.936525035
1532,80209.9499908219
1533,152979.917979072
1534,143771.67122052
1535,153050.245618468
1536,116083.434360888
1537,42839.5524419436
1538,195990.287853055
1539,234020.379564517
1540,141450.771755651
1541,162608.166213209
1542,148432.588493885
1543,211516.767756161
1544,61235.7953072744
1545,116488.052580398
1546,137701.177822939
1547,121967.944867619
1548,137839.920454541
1549,111595.660136752
1550,139190.876613387
1551,127763.783898549
1552,134181.947374979
1553,139132.276447088
1554,135553.92330669
1555,161821.06631925
1556,99358.8901447917
1557,110450.321359502
1558,106434.323878671
1559,97308.9769723495
1560,140571.302828329
1561,148513.458222229
1562,116428.482312125
1563,103815.921655403
1564,164376.865820471
1565,140157.100741282
1566,220375.79037937
1567,73656.1642795397
1568,208987.255046735
1569,103152.927608994
1570,135504.585103296
1571,116604.281470562
1572,134834.998882015
1573,232795.126068656
1574,151442.564781341
1575,215560.348783155
1576,227258.516723028
1577,209325.054242547
1578,154791.614529201
1579,138621.865716071
1580,213133.417242003
1581,129206.421473873
1582,121312.336103146
1583,303448.325102246
1584,237517.204979373
1585,154538.91095191
1586,38649.3733682478
1587,96125.6247402712
1588,131301.822593373
1589,97252.7579190797
1590,145196.990671722
1591,71925.9916159173
1592,135613.701309367
1593,127033.168594134
1594,135776.664921927
1595,115164.052533666
1596,221876.650176996
1597,189817.231144224
1598,204708.06254355
1599,202934.272109379
1600,216906.565274249
1601,3995.96340506873
1602,121046.454210997
1603,67025.7061041288
1604,261207.880106229
1605,264748.986935336
1606,177232.243737633
1607,239012.259245257
1608,232976.0398975
1609,208455.201744068
1610,153301.39095637
1611,149713.00527964
1612,183086.956727819
1613,173244.268407745
1614,112963.809292855
1615,69078.1897087211
1616,69078.1897087211
1617,84604.3418097197
1618,115189.872452226
1619,123613.191485218
1620,213028.7967232
1621,140164.831422102
1622,133101.198084061
1623,267972.522645782
1624,205305.204192055
1625,119849.66895622
1626,188889.639191758
1627,190683.481704629
1628,282843.978076053
1629,201527.943540292
1630,328821.229275355
1631,243938.19316754
1632,262317.486072512
1633,187139.476434104
1634,193015.566170725
1635,176631.727870681
1636,177800.066737653
1637,179109.96132414
1638,223987.104328667
1639,208138.658159353
1640,267810.554676548
1641,208436.547181836
1642,227808.627432943
1643,249757.422884508
1644,244410.477159815
1645,184455.229568757
1646,162562.782269245
1647,189511.678802944
1648,145503.352962421
1649,120548.66841983
1650,98937.7496173386
1651,109256.121339783
1652,118719.073956002
1653,118230.675932111
1654,172546.653784884
1655,178442.862633757
1656,170561.424047851
1657,173523.449832665
1658,171049.822071742
1659,146213.666093741
1660,144457.717253461
1661,356029.844720325
1662,338075.522379006
1663,329771.771407132
1664,403007.082614145
1665,306259.735665013
1666,287990.963301132
1667,313877.236660181
1668,306764.300563502
1669,287805.263189254
1670,311583.398030258
1671,250727.53020353
1672,363094.568050338
1673,291660.834189826
1674,273966.149687594
1675,197738.024705609
1676,193433.00407677
1677,219250.087065362
1678,387579.700934554
1679,322108.308024444
1680,304243.987023724
1681,268435.802916116
1682,281218.947176067
1683,221056.629134494
1684,200073.380309566
1685,182153.334425065
1686,206998.342797987
1687,189855.549709748
1688,213048.301377582
1689,210290.55140937
1690,202997.283885844
1691,192679.686342019
1692,264466.309574904
1693,189574.69331836
1694,182747.171865346
1695,190552.476024138
1696,268714.359798039
1697,190271.619632751
1698,316561.442634536
1699,305639.820414522
1700,236512.217939186
1701,267961.100513169
1702,282543.857196075
1703,278573.352381063
1704,282552.192321665
1705,244974.053744798
1706,366898.540228976
1707,226345.930250989
1708,223250.252679207
1709,288997.689233649
1710,245342.739565691
1711,257729.810792073
1712,279865.797688811
1713,258441.379447126
1714,233590.236546422
1715,211341.982110196
1716,207528.704737887
1717,200665.564628985
1718,151593.142925905
1719,220722.72804031
1720,265357.115183082
1721,197734.325799925
1722,127546.109023979
1723,156437.279497909
1724,242054.330319662
1725,233797.029867617
1726,189607.432798826
1727,188540.400424215
1728,199569.315527815
1729,166276.134862627
1730,178317.607397118
1731,125038.397121915
1732,114946.491541384
1733,100397.135488167
1734,115340.746579485
1735,114335.201256192
1736,104859.398707909
1737,295195.569449646
1738,220894.072627122
1739,310250.972342066
1740,229669.51861214
1741,188678.695454714
1742,180856.231472749
1743,196003.961309512
1744,261395.132818754
1745,238046.140121607
1746,261929.467188978
1747,223586.907202887
1748,238151.665434825
1749,157030.531514178
1750,153850.321921264
1751,243070.407995077
1752,103327.523631512
1753,176160.235890545
1754,228978.236967562
1755,176337.458876681
1756,96537.4351258377
1757,99420.3394403856
1758,142332.735473188
1759,171291.366376613
1760,161667.806201408
1761,151845.316942729
1762,173727.249877648
1763,187400.428702246
1764,105414.477736524
1765,206541.457543568
1766,184113.453187869
1767,207695.645199185
1768,121604.507610589
1769,193763.560880426
1770,141043.881266166
1771,125937.779456165
1772,140351.375916715
1773,105367.877600608
1774,196435.733433103
1775,133774.86739288
1776,121580.555761712
1777,88109.0401273209
1778,124712.681343906
1779,102460.370705658
1780,190596.900889912
1781,122841.813596326
1782,52162.495344593
1783,139107.962037296
1784,76189.5135157548
1785,107103.289422182
1786,168898.97020463
1787,192487.685318052
1788,-8181.32275318517
1789,99496.5159140052
1790,41956.8351428729
1791,246282.431007986
1792,164497.30653041
1793,152852.042875245
1794,154850.21545423
1795,138799.982369169
1796,123949.597830011
1797,139575.82162083
1798,113585.569326196
1799,85073.4239845595
1800,113555.758583253
1801,114135.459093876
1802,174912.178540709
1803,181572.374924316
1804,129624.000032539
1805,136763.0390177
1806,150506.375718131
1807,176131.083945462
1808,124230.649803999
1809,106404.105068573
1810,136595.41223727
1811,92171.9250471538
1812,97206.4661755929
1813,118915.702477134
1814,82695.1735896759
1815,-594.861508645583
1816,80312.1367659565
1817,107078.320314913
1818,163458.171276711
1819,136499.975196637
1820,44197.6052936225
1821,143170.946849705
1822,177842.291278345
1823,13398.73669132
1824,149166.425074072
1825,128587.149174278
1826,94501.5801752363
1827,113787.645315257
1828,130042.384766922
1829,165253.723141002
1830,171661.048817668
1831,194927.274744655
1832,141006.614627689
1833,162729.316650529
1834,139873.289542918
1835,177076.084726501
1836,160436.612568766
1837,56148.4055578746
1838,132610.697111832
1839,72169.2692649324
1840,126644.040818456
1841,132543.093069417
1842,95039.338734448
1843,118891.828981929
1844,146896.385703522
1845,137849.511704434
1846,157546.564816206
1847,174532.157744758
1848,-10617.0462493552
1849,108174.378145828
1850,115258.016742315
1851,149177.479473888
1852,115605.842426484
1853,126946.228813331
1854,186377.7690372
1855,170008.76217569
1856,226923.691520946
1857,156109.312194565
1858,175721.466086348
1859,150524.189184606
1860,151425.786794718
1861,149115.098403989
1862,304877.555467697
1863,304877.555467697
1864,304877.555467697
1865,299769.547963357
1866,304935.113933063
1867,263667.997515782
1868,279542.977381414
1869,213339.588313186
1870,245951.181850946
1871,264967.325582904
1872,177494.738038684
1873,225424.495563074
1874,126945.666415672
1875,223416.39279336
1876,198239.647985904
1877,223272.529585818
1878,227282.463754193
1879,112259.822798927
1880,127877.098883763
1881,251385.042315671
1882,265816.906905685
1883,215231.936588454
1884,225273.371715892
1885,247773.711117248
1886,276160.663015632
1887,219400.563681499
1888,273823.563841541
1889,173520.640780342
1890,103658.855794022
1891,164503.14705076
1892,80009.4816002858
1893,131315.951361975
1894,152261.114000143
1895,147893.087011552
1896,110607.872273326
1897,110300.362113667
1898,121011.855443682
1899,159635.601955888
1900,148457.974124775
1901,139552.952323536
1902,133769.380487257
1903,231501.385928201
1904,117509.986166162
1905,192566.251854643
1906,147027.030674953
1907,207029.410529862
1908,139981.138808939
1909,154194.191390964
1910,150823.914694317
1911,199916.018063738
1912,285046.265311641
1913,171486.143557637
1914,45257.5456656233
1915,262838.651894396
1916,5860.70654180157
1917,273249.652804538
1918,133298.994565356
1919,172000.909588916
1920,189873.477031563
1921,333982.241844785
1922,298394.794131558
1923,222176.063977436
1924,223041.069078706
1925,234598.044330164
1926,325806.241336871
1927,115737.517242956
1928,168218.523419932
1929,100139.871390177
1930,142817.167329942
1931,130910.01472804
1932,141261.943948858
1933,151937.482336568
1934,190093.712677246
1935,173995.167063872
1936,190301.25430975
1937,190463.185765678
1938,174696.871074184
1939,261125.771873027
1940,225739.967729895
1941,191874.943887377
1942,188820.569269404
1943,228993.738578296
1944,299735.970417439
1945,316558.894589991
1946,184417.242810979
1947,289069.471273486
1948,181638.684963712
1949,236916.295054977
1950,199284.284210878
1951,263104.707684973
1952,240546.476120195
1953,171404.519850482
1954,227287.037059575
1955,134464.705351466
1956,305677.57690723
1957,190694.323822009
1958,290294.114666809
1959,165899.385821022
1960,89860.7933340076
1961,119830.471780292
1962,118719.073956002
1963,118230.675932111
1964,117862.778300059
1965,169584.62800007
1966,179382.180126919
1967,272617.529332037
1968,344775.295549552
